building_id,measurement_end_date,measurement_start_date,energystar_score,fuel_type,number_of_stories,number_of_occupants,primary_building_type,floor_area_sqft,vintage,weather_file_name_epw,weather_file_name_ddy
BUILDING ID 201,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,49078,1914,temporary.epw,temporary.ddy
BUILDING ID 202,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,133594,1961,temporary.epw,temporary.ddy
BUILDING ID 203,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,12773,,temporary.epw,temporary.ddy
BUILDING ID 204,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,75650,,temporary.epw,temporary.ddy
BUILDING ID 205,30/04/15 23:00,1/5/2014 0:00,,,,,Office,59476,,temporary.epw,temporary.ddy
BUILDING ID 206,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,45305.2551,1965,temporary.epw,temporary.ddy
BUILDING ID 207,30/04/15 23:00,1/5/2014 0:00,,,,,Office,53077,,temporary.epw,temporary.ddy
BUILDING ID 208,31/12/15 23:00,1/1/2015 0:00,,,,,Office,31316,1913,temporary.epw,temporary.ddy
BUILDING ID 209,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,116854,1978,temporary.epw,temporary.ddy
BUILDING ID 210,31/10/15 23:00,1/11/2014 0:00,,,,511,College Laboratory,27145,,temporary.epw,temporary.ddy
BUILDING ID 211,30/04/15 23:00,1/5/2014 0:00,91,,,,Office,52748,,temporary.epw,temporary.ddy
BUILDING ID 212,30/04/15 23:00,1/5/2014 0:00,85,,,,Dormitory,117054,,temporary.epw,temporary.ddy
BUILDING ID 213,30/04/15 23:00,1/5/2014 0:00,49,,,,Dormitory,177550,,temporary.epw,temporary.ddy
BUILDING ID 214,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,32841,1935,temporary.epw,temporary.ddy
BUILDING ID 215,30/04/15 23:00,1/5/2014 0:00,94,,,,Office,67839,,temporary.epw,temporary.ddy
BUILDING ID 216,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,61709.4387,1966,temporary.epw,temporary.ddy
BUILDING ID 217,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,4314,1907,temporary.epw,temporary.ddy
BUILDING ID 218,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,95944,1961,temporary.epw,temporary.ddy
BUILDING ID 219,31/12/15 23:00,1/1/2015 0:00,,,,,Office,155682,,temporary.epw,temporary.ddy
BUILDING ID 220,31/12/12 23:00,1/1/2012 0:00,,,,,Office,75488,1948,temporary.epw,temporary.ddy
BUILDING ID 221,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,82911,,temporary.epw,temporary.ddy
BUILDING ID 222,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,19876,1932,temporary.epw,temporary.ddy
BUILDING ID 223,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,278795,,temporary.epw,temporary.ddy
BUILDING ID 224,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,142672,,temporary.epw,temporary.ddy
BUILDING ID 225,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,Dormitory,64723.3307,1960,temporary.epw,temporary.ddy
BUILDING ID 226,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,61246.591,1960,temporary.epw,temporary.ddy
BUILDING ID 227,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,36406,1940,temporary.epw,temporary.ddy
BUILDING ID 228,31/12/12 23:00,1/1/2012 0:00,,,,,College Classroom,56602,1923,temporary.epw,temporary.ddy
BUILDING ID 229,30/04/15 23:00,1/5/2014 0:00,9,,,,Office,98212,,temporary.epw,temporary.ddy
BUILDING ID 230,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,65999,1975,temporary.epw,temporary.ddy
BUILDING ID 231,31/12/13 23:00,1/1/2013 0:00,,,,,College Laboratory,73981.36109,,temporary.epw,temporary.ddy
BUILDING ID 232,31/12/12 23:00,1/1/2012 0:00,,,,,Office,57343,1905,temporary.epw,temporary.ddy
BUILDING ID 233,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,47007,,temporary.epw,temporary.ddy
BUILDING ID 234,30/04/15 23:00,1/5/2014 0:00,83,,,,Dormitory,74584,,temporary.epw,temporary.ddy
BUILDING ID 235,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,24103,1964,temporary.epw,temporary.ddy
BUILDING ID 236,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,40461,2002,temporary.epw,temporary.ddy
BUILDING ID 237,31/12/12 23:00,1/1/2012 0:00,,,,,Office,236242,1962,temporary.epw,temporary.ddy
BUILDING ID 238,30/11/15 23:00,1/12/2014 0:00,,District heating,7,1815,Office,820241.4717,1862-1875,temporary.epw,temporary.ddy
BUILDING ID 239,30/11/15 23:00,1/12/2014 0:00,,Gas,7,,Dormitory,102773.7172,1956,temporary.epw,temporary.ddy
BUILDING ID 240,30/04/15 23:00,1/5/2014 0:00,,,,,Office,121714,,temporary.epw,temporary.ddy
BUILDING ID 241,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,95717,2969,temporary.epw,temporary.ddy
BUILDING ID 242,30/11/15 23:00,1/12/2014 0:00,,Gas,10,,Dormitory,66531.6659,1967,temporary.epw,temporary.ddy
BUILDING ID 243,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,113000,,temporary.epw,temporary.ddy
BUILDING ID 244,31/12/15 23:00,1/1/2015 0:00,,,,,Office,40611,1866,temporary.epw,temporary.ddy
BUILDING ID 245,31/12/15 23:00,1/1/2015 0:00,,,,,Office,23549,1941,temporary.epw,temporary.ddy
BUILDING ID 246,31/12/15 23:00,1/1/2015 0:00,,,,,Office,163959,2004,temporary.epw,temporary.ddy
BUILDING ID 247,31/12/15 23:00,1/1/2015 0:00,,,,,Office,9703,1940,temporary.epw,temporary.ddy
BUILDING ID 248,30/04/15 23:00,1/5/2014 0:00,,,,,Office,96612,,temporary.epw,temporary.ddy
BUILDING ID 249,30/11/15 23:00,1/12/2014 0:00,,Gas,7,,Dormitory,102956.7035,1968,temporary.epw,temporary.ddy
BUILDING ID 250,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,50567,1880,temporary.epw,temporary.ddy
BUILDING ID 251,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,282946,2003,temporary.epw,temporary.ddy
BUILDING ID 252,31/12/13 23:00,1/1/2013 0:00,,,,,College Laboratory,648094.419,,temporary.epw,temporary.ddy
BUILDING ID 253,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,30531,,temporary.epw,temporary.ddy
BUILDING ID 254,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,30949,1951,temporary.epw,temporary.ddy
BUILDING ID 255,30/04/15 23:00,1/5/2014 0:00,45,,,,Dormitory,174924,,temporary.epw,temporary.ddy
BUILDING ID 256,31/12/13 23:00,1/1/2013 0:00,,,,,Office,99501.4916,,temporary.epw,temporary.ddy
BUILDING ID 257,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,Office,31613.5743,1956,temporary.epw,temporary.ddy
BUILDING ID 258,30/04/15 23:00,1/5/2014 0:00,,,,,Office,71936,,temporary.epw,temporary.ddy
BUILDING ID 259,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,62238,1970,temporary.epw,temporary.ddy
BUILDING ID 260,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,136522,2005,temporary.epw,temporary.ddy
BUILDING ID 261,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,58307,,temporary.epw,temporary.ddy
BUILDING ID 262,30/11/15 23:00,1/12/2014 0:00,,Gas,11,410,Office,242930.4591,,temporary.epw,temporary.ddy
BUILDING ID 263,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,111304,1964,temporary.epw,temporary.ddy
BUILDING ID 264,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,24586,,temporary.epw,temporary.ddy
BUILDING ID 265,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,128044,,temporary.epw,temporary.ddy
BUILDING ID 266,31/12/15 23:00,1/1/2015 0:00,,,,,Office,37485,,temporary.epw,temporary.ddy
BUILDING ID 267,30/11/15 23:00,1/12/2014 0:00,,Gas,5,46,Office,11388.2062,1754-1756,temporary.epw,temporary.ddy
BUILDING ID 268,31/12/13 23:00,1/1/2013 0:00,,,,,College Laboratory,86436.26978,,temporary.epw,temporary.ddy
BUILDING ID 269,31/12/13 23:00,1/1/2013 0:00,,,,,College Laboratory,64246.48993,,temporary.epw,temporary.ddy
BUILDING ID 270,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,13512,,temporary.epw,temporary.ddy
BUILDING ID 271,30/04/15 23:00,1/5/2014 0:00,56,,,,Dormitory,233341,,temporary.epw,temporary.ddy
BUILDING ID 272,30/11/15 23:00,1/12/2014 0:00,,Gas,1,71,Primary/Secondary Classroom,11269.8033,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 273,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,65024.7199,1975,temporary.epw,temporary.ddy
BUILDING ID 274,31/12/15 23:00,1/1/2015 0:00,,,,,Office,23392,,temporary.epw,temporary.ddy
BUILDING ID 275,30/11/15 23:00,1/12/2014 0:00,,,,,Office,64152.844,1968,temporary.epw,temporary.ddy
BUILDING ID 276,31/12/15 23:00,1/1/2015 0:00,,,,,Office,84615,1963,temporary.epw,temporary.ddy
BUILDING ID 277,30/11/15 23:00,1/12/2014 0:00,,Electricity,1,192,Primary/Secondary Classroom,8729.5229,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 278,31/12/15 23:00,1/1/2015 0:00,,,,,Office,187041,1973,temporary.epw,temporary.ddy
BUILDING ID 279,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,86323,1956,temporary.epw,temporary.ddy
BUILDING ID 280,31/12/13 23:00,1/1/2013 0:00,,,,,College Laboratory,64940.76148,,temporary.epw,temporary.ddy
BUILDING ID 281,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,180625,1933,temporary.epw,temporary.ddy
BUILDING ID 282,31/12/15 23:00,1/1/2015 0:00,,,,,Office,104667,,temporary.epw,temporary.ddy
BUILDING ID 283,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,4298,,temporary.epw,temporary.ddy
BUILDING ID 284,30/11/15 23:00,1/12/2014 0:00,,Gas,6,,College Laboratory,38319.484,1900,temporary.epw,temporary.ddy
BUILDING ID 285,30/04/15 23:00,1/5/2014 0:00,58,,,,Dormitory,153299,,temporary.epw,temporary.ddy
BUILDING ID 286,30/04/15 23:00,1/5/2014 0:00,,,,,College Classroom,14185,,temporary.epw,temporary.ddy
BUILDING ID 287,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,137065,1964,temporary.epw,temporary.ddy
BUILDING ID 288,31/12/15 23:00,1/1/2015 0:00,,,,,Office,121440,1983,temporary.epw,temporary.ddy
BUILDING ID 289,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,35936,,temporary.epw,temporary.ddy
BUILDING ID 290,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,32367.0473,1938,temporary.epw,temporary.ddy
BUILDING ID 291,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,31118.4349,1994,temporary.epw,temporary.ddy
BUILDING ID 292,30/04/15 23:00,1/5/2014 0:00,56,,,,Office,70852,,temporary.epw,temporary.ddy
BUILDING ID 293,30/11/15 23:00,1/12/2014 0:00,,Heat network,12,,Office,174601.2219,1960,temporary.epw,temporary.ddy
BUILDING ID 294,31/12/15 23:00,1/1/2015 0:00,,,,,Office,118966,1988,temporary.epw,temporary.ddy
BUILDING ID 295,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,39558,,temporary.epw,temporary.ddy
BUILDING ID 296,31/12/15 23:00,1/1/2015 0:00,,,,,Office,14744,1910,temporary.epw,temporary.ddy
BUILDING ID 297,31/10/15 23:00,1/11/2014 0:00,,,,1370,College Classroom,57964,,temporary.epw,temporary.ddy
BUILDING ID 298,31/12/15 23:00,1/1/2015 0:00,,,,,Office,33713,1956,temporary.epw,temporary.ddy
BUILDING ID 299,30/04/15 23:00,1/5/2014 0:00,49,,,,Dormitory,157070,,temporary.epw,temporary.ddy
BUILDING ID 300,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,71224,,temporary.epw,temporary.ddy
BUILDING ID 301,31/10/15 23:00,1/11/2014 0:00,,,,2417,College Classroom,100310,,temporary.epw,temporary.ddy
BUILDING ID 302,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,30596,1999,temporary.epw,temporary.ddy
BUILDING ID 303,31/10/15 23:00,1/11/2014 0:00,,,,3537,College Classroom,166151,,temporary.epw,temporary.ddy
BUILDING ID 304,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,212128,,temporary.epw,temporary.ddy
BUILDING ID 305,31/12/15 23:00,1/1/2015 0:00,,,,,Office,32766,,temporary.epw,temporary.ddy
BUILDING ID 306,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,91253,1888,temporary.epw,temporary.ddy
BUILDING ID 307,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,49384,1967,temporary.epw,temporary.ddy
BUILDING ID 308,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,88486,,temporary.epw,temporary.ddy
BUILDING ID 309,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,111635,1989,temporary.epw,temporary.ddy
BUILDING ID 310,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,34171,,temporary.epw,temporary.ddy
BUILDING ID 311,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,78438,2004,temporary.epw,temporary.ddy
BUILDING ID 312,30/04/15 23:00,1/5/2014 0:00,29,,,,Office,99946,,temporary.epw,temporary.ddy
BUILDING ID 313,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,105612,1967,temporary.epw,temporary.ddy
BUILDING ID 314,31/12/15 23:00,1/1/2015 0:00,,,,,Office,51732,1966,temporary.epw,temporary.ddy
BUILDING ID 315,31/12/15 23:00,1/1/2015 0:00,,,,,Office,148101,,temporary.epw,temporary.ddy
BUILDING ID 316,30/04/15 23:00,1/5/2014 0:00,69,,,,Office,10385,,temporary.epw,temporary.ddy
BUILDING ID 317,30/11/15 23:00,1/12/2014 0:00,,Gas,10,283,Office,60600.757,1906,temporary.epw,temporary.ddy
BUILDING ID 318,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,49513.94,2000,temporary.epw,temporary.ddy
BUILDING ID 319,30/11/15 23:00,1/12/2014 0:00,,,,,College Laboratory,16307.3085,2007,temporary.epw,temporary.ddy
BUILDING ID 320,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,77263,,temporary.epw,temporary.ddy
BUILDING ID 321,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,244964,2008,temporary.epw,temporary.ddy
BUILDING ID 322,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,140488,1961,temporary.epw,temporary.ddy
BUILDING ID 323,31/12/12 23:00,1/1/2012 0:00,,,,,Office,77055,1917,temporary.epw,temporary.ddy
BUILDING ID 324,31/12/12 23:00,1/1/2012 0:00,,,,,College Laboratory,172244,1963,temporary.epw,temporary.ddy
BUILDING ID 325,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,7481,1969,temporary.epw,temporary.ddy
BUILDING ID 326,30/04/15 23:00,1/5/2014 0:00,91,,,,Office,92099,,temporary.epw,temporary.ddy
BUILDING ID 327,30/11/15 23:00,1/12/2014 0:00,,Gas,9,1580,Office,1315596.15,11th Century onwards,temporary.epw,temporary.ddy
BUILDING ID 328,31/12/15 23:00,1/1/2015 0:00,,,,,Office,64818,,temporary.epw,temporary.ddy
BUILDING ID 329,30/04/15 23:00,1/5/2014 0:00,75,,,,Office,157545,,temporary.epw,temporary.ddy
BUILDING ID 330,31/12/12 23:00,1/1/2012 0:00,,,,,College Classroom,128540,1968,temporary.epw,temporary.ddy
BUILDING ID 331,31/12/15 23:00,1/1/2015 0:00,,,,,Office,6203,1999,temporary.epw,temporary.ddy
BUILDING ID 332,30/11/15 23:00,1/12/2014 0:00,,Gas,4,340,Office,36220.5235,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 333,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,84300,,temporary.epw,temporary.ddy
BUILDING ID 334,30/04/15 23:00,1/5/2014 0:00,,,,,Office,57394,,temporary.epw,temporary.ddy
BUILDING ID 335,31/12/15 23:00,1/1/2015 0:00,,,,,Office,140345,,temporary.epw,temporary.ddy
BUILDING ID 336,30/11/15 23:00,1/12/2014 0:00,,Gas,1,,Office,11442.0257,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 337,30/04/15 23:00,1/5/2014 0:00,,,,,Office,35829,,temporary.epw,temporary.ddy
BUILDING ID 338,31/12/15 23:00,1/1/2015 0:00,,,,,Office,115288,1957,temporary.epw,temporary.ddy
BUILDING ID 339,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,65663,1975,temporary.epw,temporary.ddy
BUILDING ID 340,30/11/15 23:00,1/12/2014 0:00,,Gas,10,525,Office,117380.3295,1888-1890,temporary.epw,temporary.ddy
BUILDING ID 341,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,98829,1968,temporary.epw,temporary.ddy
BUILDING ID 342,30/11/15 23:00,1/12/2014 0:00,,Electric,8,,Dormitory,49589.2873,1998,temporary.epw,temporary.ddy
BUILDING ID 343,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,41179,,temporary.epw,temporary.ddy
BUILDING ID 344,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,83141,2006,temporary.epw,temporary.ddy
BUILDING ID 345,30/11/15 23:00,1/12/2014 0:00,,,,,Office,11517.373,1989,temporary.epw,temporary.ddy
BUILDING ID 346,30/04/15 23:00,1/5/2014 0:00,,,,,Office,58703,,temporary.epw,temporary.ddy
BUILDING ID 347,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,90903,,temporary.epw,temporary.ddy
BUILDING ID 348,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,99774,1955,temporary.epw,temporary.ddy
BUILDING ID 349,31/10/15 23:00,1/11/2014 0:00,,,,4144,College Classroom,164166,,temporary.epw,temporary.ddy
BUILDING ID 350,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,106440,1963,temporary.epw,temporary.ddy
BUILDING ID 351,30/11/15 23:00,1/12/2014 0:00,,,,,Office,11108.3448,1965,temporary.epw,temporary.ddy
BUILDING ID 352,30/04/15 23:00,1/5/2014 0:00,,,,,Office,25463,,temporary.epw,temporary.ddy
BUILDING ID 353,31/10/15 23:00,1/11/2014 0:00,,,,2740,Office,112178,,temporary.epw,temporary.ddy
BUILDING ID 354,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,9111,1958,temporary.epw,temporary.ddy
BUILDING ID 355,30/11/15 23:00,1/12/2014 0:00,,Gas,5,1122,Office,270033.9593,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 356,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,71421,,temporary.epw,temporary.ddy
BUILDING ID 357,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,60086,2001,temporary.epw,temporary.ddy
BUILDING ID 358,31/12/15 23:00,1/1/2015 0:00,,,,,Office,83660,1973,temporary.epw,temporary.ddy
BUILDING ID 359,30/04/15 23:00,1/5/2014 0:00,,,,,Office,20444,,temporary.epw,temporary.ddy
BUILDING ID 360,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,88934,2009,temporary.epw,temporary.ddy
BUILDING ID 361,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,28084,1913,temporary.epw,temporary.ddy
BUILDING ID 362,30/04/15 23:00,1/5/2014 0:00,,,,,Office,87131,,temporary.epw,temporary.ddy
BUILDING ID 363,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,171008,1930,temporary.epw,temporary.ddy
BUILDING ID 364,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,169290,2006,temporary.epw,temporary.ddy
BUILDING ID 365,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,72102,1970,temporary.epw,temporary.ddy
BUILDING ID 366,31/10/15 23:00,1/11/2014 0:00,,,,1344,College Classroom,54461,,temporary.epw,temporary.ddy
BUILDING ID 367,31/10/15 23:00,1/11/2014 0:00,,,,2130,College Classroom,80078,,temporary.epw,temporary.ddy
BUILDING ID 368,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,108971,1990,temporary.epw,temporary.ddy
BUILDING ID 369,30/11/15 23:00,1/12/2014 0:00,,Gas,3,556,Office,57436.1704,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 370,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,184098,,temporary.epw,temporary.ddy
BUILDING ID 371,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,137040,1957,temporary.epw,temporary.ddy
BUILDING ID 372,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,233863,1921,temporary.epw,temporary.ddy
BUILDING ID 373,31/12/15 23:00,1/1/2015 0:00,,,,,Office,59665,,temporary.epw,temporary.ddy
BUILDING ID 374,30/04/15 23:00,1/5/2014 0:00,,,,,Office,25977,,temporary.epw,temporary.ddy
BUILDING ID 375,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,47398,1912,temporary.epw,temporary.ddy
BUILDING ID 376,31/12/15 23:00,1/1/2015 0:00,,,,,Primary/Secondary Classroom,10334,,temporary.epw,temporary.ddy
BUILDING ID 377,30/04/15 23:00,1/5/2014 0:00,,,,,Office,92500,,temporary.epw,temporary.ddy
BUILDING ID 378,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,65907,1964,temporary.epw,temporary.ddy
BUILDING ID 379,30/11/15 23:00,1/12/2014 0:00,,Gas,10,721,Office,194805.0622,2000,temporary.epw,temporary.ddy
BUILDING ID 380,30/11/15 23:00,1/12/2014 0:00,,,,,Office,42495.8772,1997,temporary.epw,temporary.ddy
BUILDING ID 381,31/12/12 23:00,1/1/2012 0:00,,,,,College Laboratory,124950,1961,temporary.epw,temporary.ddy
BUILDING ID 382,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,Office,20909.95214,1987,temporary.epw,temporary.ddy
BUILDING ID 383,31/10/15 23:00,1/11/2014 0:00,,,,3741,College Classroom,149679,,temporary.epw,temporary.ddy
BUILDING ID 384,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,63915,,temporary.epw,temporary.ddy
BUILDING ID 385,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,192152,,temporary.epw,temporary.ddy
BUILDING ID 386,30/11/15 23:00,1/12/2014 0:00,,Gas,9,393,Office,109824.0717,1903-1906,temporary.epw,temporary.ddy
BUILDING ID 387,31/12/15 23:00,1/1/2015 0:00,,,,,Office,104355,,temporary.epw,temporary.ddy
BUILDING ID 388,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,74599,1984,temporary.epw,temporary.ddy
BUILDING ID 389,30/11/15 23:00,1/12/2014 0:00,,Gas,7,264,Office,36704.899,1898-1902,temporary.epw,temporary.ddy
BUILDING ID 390,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,105791,,temporary.epw,temporary.ddy
BUILDING ID 391,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,91273,1951,temporary.epw,temporary.ddy
BUILDING ID 392,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,131710,1991,temporary.epw,temporary.ddy
BUILDING ID 393,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,89770,,temporary.epw,temporary.ddy
BUILDING ID 394,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,21168,1928,temporary.epw,temporary.ddy
BUILDING ID 395,31/12/15 23:00,1/1/2015 0:00,,,,,Office,31053,1915,temporary.epw,temporary.ddy
BUILDING ID 396,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,142901,2007,temporary.epw,temporary.ddy
BUILDING ID 397,31/10/15 23:00,1/11/2014 0:00,,,,3188,Office,136624,,temporary.epw,temporary.ddy
BUILDING ID 398,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,126985,1979,temporary.epw,temporary.ddy
BUILDING ID 399,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,28432,1933,temporary.epw,temporary.ddy
BUILDING ID 400,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,132518,1992,temporary.epw,temporary.ddy
BUILDING ID 401,31/12/15 23:00,1/1/2015 0:00,,,,,Office,10135,,temporary.epw,temporary.ddy
BUILDING ID 402,31/12/15 23:00,1/1/2015 0:00,,,,,Office,202435,1967,temporary.epw,temporary.ddy
BUILDING ID 403,31/12/15 23:00,1/1/2015 0:00,,,,,Office,157933,1932,temporary.epw,temporary.ddy
BUILDING ID 404,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,40451,1975,temporary.epw,temporary.ddy
BUILDING ID 405,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,9788,,temporary.epw,temporary.ddy
BUILDING ID 406,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,105434,2014,temporary.epw,temporary.ddy
BUILDING ID 407,30/11/15 23:00,1/12/2014 0:00,,Electricity,7,97,Office,18503.1441,1937,temporary.epw,temporary.ddy
BUILDING ID 408,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,96124,1959,temporary.epw,temporary.ddy
BUILDING ID 409,31/12/13 23:00,1/1/2013 0:00,,,,,Office,17765.81695,,temporary.epw,temporary.ddy
BUILDING ID 410,30/11/15 23:00,1/12/2014 0:00,,Electric,7,,Dormitory,66660.8327,1930,temporary.epw,temporary.ddy
BUILDING ID 411,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,39988,,temporary.epw,temporary.ddy
BUILDING ID 412,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,90900,,temporary.epw,temporary.ddy
BUILDING ID 413,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,204349,1993,temporary.epw,temporary.ddy
BUILDING ID 414,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,Office,30495.20509,1997,temporary.epw,temporary.ddy
BUILDING ID 415,31/12/12 23:00,1/1/2012 0:00,,,,,College Classroom,56886,1953,temporary.epw,temporary.ddy
BUILDING ID 416,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,204029,2010,temporary.epw,temporary.ddy
BUILDING ID 417,30/04/15 23:00,1/5/2014 0:00,,,,,Office,102191,,temporary.epw,temporary.ddy
BUILDING ID 418,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,64917.0809,2006,temporary.epw,temporary.ddy
BUILDING ID 419,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,32256,,temporary.epw,temporary.ddy
BUILDING ID 420,31/12/15 23:00,1/1/2015 0:00,,,,,Office,70832,2014,temporary.epw,temporary.ddy
BUILDING ID 421,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,34875,1993,temporary.epw,temporary.ddy
BUILDING ID 422,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,98125,2011,temporary.epw,temporary.ddy
BUILDING ID 423,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,129664,1941,temporary.epw,temporary.ddy
BUILDING ID 424,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,140092,,temporary.epw,temporary.ddy
BUILDING ID 425,31/12/15 23:00,1/1/2015 0:00,,,,,Office,110380,1985,temporary.epw,temporary.ddy
